                     City Of Los Angeles
                     Department Of Transportation
                     MANUAL TRAFFIC COUNT SUMMARY
STREET:
North/South          Echo Park Av.

East/West            Laguna Av.

Day:          Sunday                    Date:       November 24, 2013 Weather:                  SUNNY

Hours:        9:00AM - 5:00PM

School Day:          NO                 District:         Central             I/S CODE Miovision


                      N/B                           S/B                       E/B                        W/B
DUAL-
WHEELED                    9                         15                            0                       3
BIKES                     15                         20                            0                       0
BUSES                     36                         36                            0                       0


                      N/B TIME                      S/B TIME                  E/B TIME                   W/B TIME

Period-1 PK 15 MIN     108     10.45                111 12.15                      0   9.00               16    11.15

Period-2 PK 15 MIN        84   11.30                104 13.15                      0 11.30                15    13.00

Period-1 PK HOUR       660     10.15                716 10.45                      0   9.00               84    10.00

Period-2 PK HOUR       583     11.30                766 11.30                      0 11.30                89    11.45



NORTHBOUND Approach                                       SOUTHBOUND Approach                                  TOTAL    XING S/L     XING N/L

Hours          Lt Th           Rt  Total                  Hours         Lt  Th         Rt       Total           N-S        Ped Sch     Ped   Sch
9:00-10:00       0 241            8 249                   9:00-10:00     14 226             0      240           489         0   0      11     0
10:00-11:00      0 316           13 329                   10:00-11:00    13 294             0      307           636         2   0      40     0
11:00-12:00      0 285           23 308                   11:00-12:00    18 321             0      339           647         5   0      47     0
12:00-1:00       0 275           19 294                   12:00-1:00     21 371             0      392           686         0   0      36     0
1:00-2:00        0 278           17 295                   1:00-2:00      18 373             0      391           686         0   0      59     0
2:00-3:00        0 276           12 288                   2:00-3:00      11 364             0      375           663         6   0      50     0
3:00-4:00        0 245           14 259                   3:00-4:00      21 324             0      345           604         6   0      53     0
4:00-5:00        0 261           22 283                   4:00-5:00      11 349             0      360           643        14   0      33     0
TOTAL            0 2177         106 2283                  TOTAL         139 2539            0     2678          4961        33   0     329     0



EASTBOUND Approach                                        WESTBOUND Approach                                   TOTAL    XING W/L     XING E/L

Hours          Lt     Th       Rt       Total             Hours         Lt    Th       Rt Total                E-W         Ped Sch     Ped   Sch
9:00-10:00       0         0        0        0            9:00-10:00     19        0    15     34                 34         0   0       8     0
10:00-11:00      0         0        0        0            10:00-11:00    20        0    17     37                 37         0   0      10     0
11:00-12:00      0         0        0        0            11:00-12:00    26        0    21     47                 47         0   0      14     0
12:00-1:00       0         0        0        0            12:00-1:00     15        0    25     40                 40         0   0      12     0
1:00-2:00        0         0        0        0            1:00-2:00      18        0    17     35                 35         0   0      24     0
2:00-3:00        0         0        0        0            2:00-3:00      18        0    26     44                 44         0   0      24     0
3:00-4:00        0         0        0        0            3:00-4:00      24        0    19     43                 43         0   0      11     0
4:00-5:00        0         0        0        0            4:00-5:00      23        0    19     42                 42         0   0      18     0
TOTAL            0         0        0        0            TOTAL         133        0   205   338                 338         0   0     121     0

              (Rev Oct 06)

