                          City Of Los Angeles
                          Department Of Transportation
                          MANUAL TRAFFIC COUNT SUMMARY
STREET:
North/South               Western Heritage Way (Griffith Park)

East/West                 Zoo Dr

Day:                      Sunday                Date:            12/03/2017                   Weather:           SUNNY

Hours:        9 AM - 6 PM                                                 Chekrs:             NDS

School Day:                           Yes                                                       I/S CODE


                             N/B                           S/B                                   E/B                       W/B
DUAL-
WHEELED                         2                            4                                       0                       3
BIKES                         277                          292                                      79                     121
BUSES                           9                            9                                       0                       0


                             N/B      TIME                 S/B    TIME                           E/B     TIME              W/B    TIME

AM PK 15 MIN                     55    9.30                 93     9.45                             56    9.45             105     9.45

PM PK 15 MIN                  138     17.00                124    17.30                          102     16.45             131    17.45

AM PK HOUR                    183      9.00                288     9.00                          126      9.00             299     9.00

PM PK HOUR                    465     16.15                443    16.45                          336     16.15             411    17.00




NORTHBOUND Approach                                              SOUTHBOUND Approach                                             TOTAL    XING S/L       XING N/L

Hours           Lt          Th        Rt        Total            Hours              Lt          Th       Rt      Total            N-S      Ped   Sch      Ped   Sch
9-10                  7      119        57          183          9-10                 67         144        77       288           471       5     0       90     0
10-11                17      161        55          233          10-11                67         161       130       358           591       0     0       44     0
11-12                23      155        60          238          11-12                82         169        51       302           540       0     0        3     0
12-13                11      202        80          293          12-13               133         221        34       388           681       0     0        2     0
13-14                18      209        89          316          13-14                92         181        41       314           630       0     0        1     0
14-15                12      217       100          329          14-15               106         222        30       358           687       0     0        0     0
15-16                12      237       115          364          15-16               140         189        16       345           709       0     0        0     0
16-17                15      262       167          444          16-17               128         228        21       377           821       0     0        0     0
17-18                30      240       132          402          17-18               111         186       142       439           841       0     0        0     0

TOTAL            145        1802       855         2802          TOTAL               926        1701       542     3169           5971       5       0    140       0


EASTBOUND Approach                                               WESTBOUND Approach                                              TOTAL    XING W/L       XING E/L

Hours           Lt          Th        Rt        Total            Hours              Lt          Th       Rt      Total            E-W      Ped   Sch      Ped   Sch
9-10                 31        84          11       126          9-10                    62      142        95       299            425     13     0       33     0
10-11                16        62          14         92         10-11                   92      183       101       376            468     10     0       13     0
11-12                20        45           7         72         11-12                   64      180        83       327            399      0     0        2     0
12-13                63        79          11       153          12-13                   79      154        76       309            462      0     0        1     0
13-14                45        94          11       150          13-14                   67      133        63       263            413      3     0        5     0
14-15                45       125          22       192          14-15                   67        92       79       238            430      0     0        3     0
15-16                74       163          29       266          15-16                   63        51       67       181            447      1     0        2     0
16-17                81       220          29       330          16-17                   62        39       52       153            483      1     0        2     0
17-18                50       127          21       198          17-18                   60      294        57       411            609      1     0        0     0

TOTAL            425          999      155         1579          TOTAL               616        1268       673     2557           4136      29       0     61       0

